flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,airline_code,departure_airport_code,arrival_airport_code,flight_date,flight_time,flight_distance,passenger_capacity,ticket_price,flight_status,gate_number
LH7474,Lufthansa,Frankfurt Airport,Cereté,Colombia,7:42 AM,Cairo International,Gabi,Philippines,2,LH,POY,FAR,1/15/2022,8:20 AM,5324.41,408,131.02,On Time,C1
NZ3010,Air New Zealand,Auckland Airport,Polloc,Philippines,1:24 PM,Sydney Airport,Bābol,Iran,1,NZ,TOL,SVC,3/11/2022,4:37 AM,6818.86,77,192.47,On Time,C4
WN9115,Southwest Airlines,Los Angeles International,Haapajärvi,Finland,5:50 AM,San Francisco International,Katsuura,Japan,19,WN,PSH,TDW,2/21/2022,8:55 AM,7120.75,366,468.44,On Time,C2
BA9137,British Airways,Heathrow,Kubangkondang,Indonesia,4:48 AM,Munich Airport,Gostivar,Macedonia,3,BA,CBK,LFW,6/22/2022,2:28 AM,6780.36,296,471.53,Delayed,A2
CX7337,Cathay Pacific,Hong Kong International,Abadiânia,Brazil,12:21 PM,Changi,Ramenki,Russia,23,CX,MEL,ILE,11/25/2022,1:01 AM,7954.9,55,238.08,On Time,A2
WN2356,Southwest Airlines,Los Angeles International,Bringinanom,Indonesia,9:29 PM,San Francisco International,Oltintopkan,Tajikistan,5,WN,NTO,AXK,6/15/2022,8:19 AM,2174.07,166,409.86,Cancelled,A1
KL7828,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Palecenan,Indonesia,8:10 PM,Stockholm Arlanda,Bagé,Brazil,3,KL,HOP,TID,8/24/2022,2:44 AM,1383.88,137,369.29,On Time,C1
DL1787,Delta Air Lines,John F. Kennedy International,Weiwangzhuang,China,7:34 PM,Hartsfield-Jackson Atlanta,Ligang,China,18,DL,GAO,LHS,10/28/2022,9:26 AM,7797.01,361,465.86,On Time,B2
ET7435,Ethiopian Airlines,Bole International,Asheville,United States,7:17 PM,Hamad International,Tanout,Niger,10,ET,MYA,MMB,3/22/2022,5:14 AM,9403.12,170,171.23,Delayed,C4
AV7494,Avianca,El Dorado International,Pabuaran,Indonesia,1:11 AM,Vancouver International,Nieuwegein,Netherlands,17,AV,PNB,PHP,7/20/2022,9:30 PM,1633.65,308,398.62,Cancelled,A2
WN4429,Southwest Airlines,Los Angeles International,Yinglong,China,2:47 PM,San Francisco International,Chivilcoy,Argentina,5,WN,ELK,MXY,6/6/2022,1:59 AM,8204.81,112,148.83,Delayed,A1
UA4288,United Airlines,Los Angeles International,Guernica,Argentina,7:22 PM,San Francisco International,Dhankutā,Nepal,22,UA,PZB,STE,5/27/2022,6:36 AM,3819.51,271,352.65,Delayed,C4
SA4830,South African Airways,O.R. Tambo International,Brody,Poland,10:08 AM,Bole International,Przecław,Poland,2,SA,GSP,HNM,10/26/2022,5:00 AM,9232.57,182,362.23,On Time,A1
CX1836,Cathay Pacific,Hong Kong International,Um Jar Al Gharbiyya,Sudan,10:17 AM,Changi,Wangji,China,9,CX,TUE,PIA,1/16/2022,2:34 PM,6985.65,347,120.16,On Time,C3
AF8413,Air France,Charles de Gaulle,Środa Wielkopolska,Poland,7:47 PM,Frankfurt Airport,Singajaya,Indonesia,1,AF,MUE,DTR,10/5/2022,5:09 AM,8079.22,328,156.62,On Time,A1
QR6609,Qatar Airways,Hamad International,Ystad,Sweden,8:25 AM,Bole International,Warwick,Canada,3,QR,TDP,LPS,6/13/2022,7:30 PM,4617.92,361,402.94,On Time,B1
IB2730,Iberia,Adolfo Suárez Madrid–Barajas,Várzea,Portugal,4:34 PM,Hamad International,Bhairab Bāzār,Bangladesh,20,IB,PPV,TUA,2/24/2022,3:11 AM,6472.69,452,144.98,On Time,C2
LH2743,Lufthansa,Frankfurt Airport,Metsamor,Armenia,3:43 PM,Charles de Gaulle,Gaotuan,China,17,LH,USS,FLZ,3/14/2022,10:50 PM,907.92,423,257.07,On Time,A3
AI1615,Air India,Indira Gandhi International,Kabīrwāla,Pakistan,9:35 AM,Chhatrapati Shivaji International,Cincinnati,United States,5,AI,YQI,AOT,8/13/2022,8:24 PM,1005.96,456,384.83,On Time,B1
LA8757,LATAM Airlines,São Paulo/Guarulhos International,Concordia,Honduras,1:33 AM,Ministro Pistarini International,La Purisima,Mexico,8,LA,BUN,YZV,11/20/2022,11:57 AM,5097.64,359,190.0,On Time,A3
NH1537,All Nippon Airways,Haneda,Birnin Kebbi,Nigeria,9:38 AM,Changi,Yanchi,China,4,NH,PDA,BAP,10/7/2022,9:59 AM,3700.38,300,369.09,Delayed,C2
LA9061,LATAM Airlines,São Paulo/Guarulhos International,Copa,Peru,5:26 AM,Ministro Pistarini International,Urung,Indonesia,12,LA,PSL,NVA,4/2/2022,3:16 AM,1297.96,441,438.29,On Time,C2
BA1206,British Airways,Heathrow,Hangchuan,China,2:15 PM,Copenhagen Airport,Arbuzynka,Ukraine,11,BA,TAV,SGP,7/22/2022,6:49 PM,4797.95,351,416.58,On Time,A1
AM6666,Aeroméxico,Benito Juárez International,Soledade,Brazil,12:45 AM,O'Hare International,Bang Khon Thi,Thailand,11,AM,RTB,YTQ,8/19/2022,4:11 AM,9430.32,363,441.2,Delayed,A1
LA4848,LATAM Airlines,São Paulo/Guarulhos International,Al Jubayl,Saudi Arabia,8:50 AM,Ministro Pistarini International,Singaraja,Indonesia,4,LA,SXN,IRU,1/13/2022,10:19 AM,4561.91,106,169.62,On Time,C3
CX7704,Cathay Pacific,Hong Kong International,Barra Cheia,Portugal,11:04 AM,Changi,Hostos,Dominican Republic,9,CX,IOR,QNY,9/29/2022,1:53 AM,3848.51,244,182.98,On Time,A3
SA3103,South African Airways,O.R. Tambo International,Sugiharjo,Indonesia,6:33 AM,Charles de Gaulle,Pingshi,China,10,SA,OME,OLR,11/4/2022,9:45 AM,1995.18,499,164.75,Delayed,C2
QF6330,Qantas,Sydney Airport,Sundre,Canada,6:01 PM,Melbourne Airport,Okulovka,Russia,10,QF,YMT,BPM,9/16/2022,3:54 AM,814.81,321,206.24,Delayed,C4
AZ5428,Alitalia,Leonardo da Vinci International,Varnávas,Greece,1:36 PM,Charles de Gaulle,Gosen,Japan,16,AZ,KMV,SKB,11/30/2022,8:34 PM,2370.95,105,351.1,On Time,C3
AZ7909,Alitalia,Leonardo da Vinci International,Mizi,China,10:33 PM,Charles de Gaulle,Cowansville,Canada,21,AZ,CZM,AHI,6/15/2022,6:21 AM,5382.1,249,146.57,Delayed,B1
LA2324,LATAM Airlines,São Paulo/Guarulhos International,Alivéri,Greece,3:44 AM,Ministro Pistarini International,Campanário,Portugal,5,LA,BXR,AEY,5/18/2022,7:34 PM,6963.88,297,54.47,Cancelled,B1
KE3621,Korean Air,Incheon International,Stamford,United States,3:56 PM,Jorge Chávez International,Cerro Corá,Argentina,12,KE,BSD,BDQ,1/5/2022,8:21 AM,8557.86,152,227.92,Delayed,A3
AC9149,Air Canada,Toronto Pearson,Ushuaia,Argentina,4:41 PM,Arturo Merino Benítez International,Leer,South Sudan,6,AC,MXR,CYD,12/6/2022,10:45 AM,1325.72,447,424.15,On Time,B1
CX8163,Cathay Pacific,Hong Kong International,Moneghetti,Monaco,9:10 AM,Kuala Lumpur International,Sere,Indonesia,6,CX,FSN,TKE,12/6/2022,12:51 AM,5367.61,492,163.78,On Time,B2
LA1514,LATAM Airlines,São Paulo/Guarulhos International,Fukura,Japan,8:58 PM,Ministro Pistarini International,Jiaoqi,China,11,LA,IKT,CTT,8/10/2022,8:08 AM,3575.88,149,277.09,On Time,C4
DL4260,Delta Air Lines,John F. Kennedy International,Surgut,Russia,10:37 AM,Munich Airport,Chernivtsi,Ukraine,11,DL,AOO,BCH,7/2/2022,10:00 AM,5937.05,188,493.01,On Time,A3
SK3846,SAS Scandinavian,Copenhagen Airport,Yevlakh,Azerbaijan,2:21 PM,Charles de Gaulle,Kairouan,Tunisia,16,SK,PUS,ODJ,3/17/2022,7:40 AM,3615.66,242,306.46,Delayed,C2
KE2298,Korean Air,Incheon International,Angoulême,France,7:30 PM,Chhatrapati Shivaji International,Woloara,Indonesia,20,KE,LBR,PQM,6/11/2022,7:12 AM,1156.6,251,139.9,On Time,C4
AZ7873,Alitalia,Leonardo da Vinci International,Puerto Colombia,Colombia,8:51 PM,Charles de Gaulle,Huyuan,China,11,AZ,WLC,SFZ,9/14/2022,7:11 PM,7298.6,210,489.72,On Time,C4
TG9224,Thai Airways,Suvarnabhumi,Yangiyŭl,Uzbekistan,8:42 AM,Changi,Rakhiv,Ukraine,3,TG,TJB,INF,3/9/2022,6:03 AM,2857.95,189,125.6,Delayed,A3
KE7076,Korean Air,Incheon International,Guhuai,China,10:53 PM,Haneda,Puncaksempur,Indonesia,13,KE,RZH,LBA,11/16/2022,7:35 AM,7310.12,325,234.36,On Time,A1
AF4803,Air France,Charles de Gaulle,Ampara,Sri Lanka,9:22 AM,Amsterdam Airport Schiphol,Budayuan,China,9,AF,HMR,MFA,2/6/2022,9:38 AM,7372.28,446,383.75,Delayed,A2
IB7632,Iberia,Adolfo Suárez Madrid–Barajas,Desnogorsk,Russia,6:58 PM,Cape Town International,Mwene-Ditu,Democratic Republic of the Congo,6,IB,HAN,BLV,12/12/2022,8:44 AM,2658.11,397,443.54,On Time,A3
BA3470,British Airways,Heathrow,Mboursou Léré,Chad,10:04 AM,Charles de Gaulle,Baton Rouge,United States,3,BA,UTD,CLG,3/2/2022,6:19 PM,4793.65,496,372.91,On Time,C4
KE2522,Korean Air,Incheon International,Armenia,Philippines,11:20 AM,Haneda,Mazongling,China,9,KE,NAT,RIH,11/9/2022,8:44 PM,4286.36,110,75.17,On Time,C2
SQ4586,Singapore Airlines,Changi,Mocímboa,Mozambique,6:57 AM,Vienna International,Örgön,Mongolia,24,SQ,ICT,ART,10/30/2022,3:09 AM,6088.17,236,130.77,On Time,C1
LH9851,Lufthansa,Frankfurt Airport,Xarsingma,China,8:06 PM,Charles de Gaulle,Krajan Curahcotok,Indonesia,15,LH,CNI,LYM,10/16/2022,4:03 AM,8178.74,238,170.53,On Time,C4
QF8539,Qantas,Sydney Airport,Dongtang,China,12:03 AM,Incheon International,Cikujang,Indonesia,14,QF,0,SNR,5/25/2022,8:17 AM,7998.29,115,202.0,On Time,C3
IB7148,Iberia,Adolfo Suárez Madrid–Barajas,Amado Nervo,Mexico,1:35 AM,Charles de Gaulle,Oenunu,Indonesia,6,IB,DEE,SVH,4/27/2022,7:10 PM,3970.85,397,302.64,On Time,C4
QR4872,Qatar Airways,Hamad International,Kalanchak,Ukraine,4:51 PM,Bole International,Heyu,China,17,QR,KMW,TQP,2/1/2022,5:05 AM,8469.15,177,215.81,Delayed,C1
AC8993,Air Canada,Toronto Pearson,Caluya,Philippines,1:23 PM,John F. Kennedy International,Uppsala,Sweden,18,AC,PPN,HZG,10/29/2022,10:02 PM,2002.38,398,450.58,Delayed,A1
KL2024,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Marne-la-Vallée,France,7:34 PM,Charles de Gaulle,Xicun,China,20,KL,SJB,PNU,9/19/2022,10:11 AM,239.47,88,498.17,On Time,C1
AV8136,Avianca,El Dorado International,Xiachen,China,11:30 AM,O'Hare International,Tía Juana,Venezuela,1,AV,HAN,LUH,1/25/2022,1:51 PM,603.3,313,156.55,Delayed,C4
AV4290,Avianca,El Dorado International,Marki,Poland,10:14 AM,O'Hare International,Amphawa,Thailand,11,AV,IRP,YAD,12/19/2022,12:30 AM,870.68,263,486.21,On Time,C3
DL3679,Delta Air Lines,John F. Kennedy International,Bolboc,Philippines,9:26 AM,Los Angeles International,Arroyo Seco,Mexico,24,DL,IPN,VDH,2/14/2022,9:49 AM,9677.61,499,152.03,Delayed,B2
AA2376,American Airlines,John F. Kennedy International,Bronnitsy,Russia,2:55 PM,Hartsfield-Jackson Atlanta,Albuera,Philippines,21,AA,TRH,NGE,10/10/2022,1:03 PM,1766.92,357,249.81,On Time,A3
WN9446,Southwest Airlines,Los Angeles International,Huancheng,China,11:21 PM,San Francisco International,Kopychyntsi,Ukraine,20,WN,RMK,EKA,6/23/2022,9:22 PM,2017.75,109,205.04,On Time,A3
NZ7772,Air New Zealand,Auckland Airport,Vila Flor,Portugal,5:15 PM,Sydney Airport,Sar-e Pul,Afghanistan,7,NZ,LRS,BAF,1/13/2022,11:49 PM,5586.38,216,488.07,On Time,A1
AA5924,American Airlines,John F. Kennedy International,Brodósqui,Brazil,6:11 PM,Hartsfield-Jackson Atlanta,Blachownia,Poland,23,AA,KWY,NVP,7/10/2022,12:39 AM,6578.08,242,280.23,Cancelled,C1
SA9162,South African Airways,O.R. Tambo International,Rakszawa,Poland,10:10 AM,Charles de Gaulle,Mascote,Brazil,5,SA,NZA,TLY,11/20/2022,9:02 PM,6736.86,121,370.31,Delayed,A2
AV5838,Avianca,El Dorado International,Antipolo,Philippines,12:38 PM,O'Hare International,Dukuhtengah,Indonesia,17,AV,ABT,CEH,12/12/2022,8:32 AM,5263.97,270,129.73,On Time,A3
AM5087,Aeroméxico,Benito Juárez International,Bayzhansay,Kazakhstan,2:34 PM,O'Hare International,Wagar,Sudan,15,AM,KSF,KBY,4/11/2022,7:08 PM,357.58,141,66.12,On Time,A1
EK7276,Emirates,Dubai International,Lappi,Finland,1:09 AM,Bole International,Kowale,Poland,22,EK,EUN,MIA,12/12/2022,11:24 AM,9777.67,115,64.36,On Time,B2
ET5853,Ethiopian Airlines,Bole International,Monte Redondo,Portugal,5:46 PM,Hamad International,Artur Nogueira,Brazil,15,ET,OHS,IML,6/14/2022,7:37 PM,5488.97,375,92.3,Delayed,A1
QR9685,Qatar Airways,Hamad International,Phuket,Thailand,3:55 AM,Charles de Gaulle,Yangkang,China,7,QR,QSC,YDG,2/11/2022,4:16 PM,1347.92,282,324.48,On Time,C3
ET1969,Ethiopian Airlines,Bole International,Bến Cầu,Vietnam,6:03 PM,Hamad International,Dalo,Indonesia,21,ET,EDM,NAZ,4/19/2022,9:10 PM,2375.29,389,363.42,On Time,A1
DL6641,Delta Air Lines,John F. Kennedy International,Nova Olímpia,Brazil,2:53 PM,San Francisco International,Salt Lake City,United States,7,DL,PKX,BWH,3/4/2022,8:17 AM,4758.94,456,385.56,On Time,C4
TG7636,Thai Airways,Suvarnabhumi,Fezna,Morocco,8:22 PM,Changi,Tungipāra,Bangladesh,22,TG,SHT,KAJ,1/31/2022,4:29 AM,8737.01,314,478.75,Cancelled,A1
EK7699,Emirates,Dubai International,Asmara,Eritrea,6:01 PM,Bole International,Mānānwāla,Pakistan,8,EK,PPV,BZT,8/3/2022,1:11 PM,9068.34,394,78.46,On Time,B1
LH3418,Lufthansa,Frankfurt Airport,Jengglungharjo,Indonesia,7:37 PM,Charles de Gaulle,Orlovo,Russia,10,LH,LHG,GRW,12/28/2022,7:29 PM,7270.85,424,270.68,On Time,B1
AC2322,Air Canada,Toronto Pearson,Potrerillos,Honduras,8:35 AM,John F. Kennedy International,Yantongtun,China,19,AC,FOU,PBQ,10/18/2022,9:00 AM,2534.03,173,275.53,Delayed,B1
QR2435,Qatar Airways,Hamad International,Masoli,Philippines,5:05 AM,Frankfurt Airport,Surulangun Rawas,Indonesia,4,QR,VDM,RDS,4/10/2022,9:26 AM,3117.13,254,158.15,Cancelled,B1
AI7015,Air India,Indira Gandhi International,New Glasgow,Canada,12:02 PM,Chhatrapati Shivaji International,Álvares Machado,Brazil,16,AI,DWS,KMQ,11/20/2022,8:30 PM,6277.08,256,151.49,Delayed,B1
LH7839,Lufthansa,Frankfurt Airport,Ohrid,Macedonia,2:48 PM,Zurich Airport,Bielsk Podlaski,Poland,5,LH,DWO,NLH,11/14/2022,3:05 AM,8188.54,232,169.5,Cancelled,C4
LH7299,Lufthansa,Frankfurt Airport,Tegalsari,Indonesia,5:09 AM,Amsterdam Airport Schiphol,Naguilian,Philippines,18,LH,JFN,IOS,3/7/2022,12:05 AM,6941.52,110,354.15,On Time,A1
AF8946,Air France,Charles de Gaulle,Nagornyy,Russia,3:42 AM,Frankfurt Airport,Los Angeles,United States,12,AF,0,ANR,10/31/2022,7:21 PM,2261.85,241,370.45,On Time,A2
KE5573,Korean Air,Incheon International,Hawassa,Ethiopia,9:00 PM,Haneda,Las Carreras,Bolivia,17,KE,YOE,AKT,4/7/2022,5:36 AM,2761.06,211,227.52,On Time,A2
BA8723,British Airways,Heathrow,Pergamino,Argentina,4:09 PM,Charles de Gaulle,Otrokovice,Czech Republic,19,BA,NUL,OLK,4/4/2022,7:49 PM,4615.57,416,487.99,On Time,C4
AA2932,American Airlines,John F. Kennedy International,Vodnjan,Croatia,9:16 PM,Hartsfield-Jackson Atlanta,Karakol,Kyrgyzstan,8,AA,COD,HZH,3/22/2022,1:23 AM,7226.88,344,212.0,On Time,A2
SA2814,South African Airways,O.R. Tambo International,Adolfo Lopez Mateos,Mexico,7:38 AM,Charles de Gaulle,Bayt Ūlā,Palestinian Territory,10,SA,URN,AUO,3/7/2022,5:41 PM,3650.14,252,230.87,Delayed,B1
TG3079,Thai Airways,Suvarnabhumi,Hargeysa,Somalia,11:43 PM,Hong Kong International,Tanahbeureum,Indonesia,21,TG,UVA,SEE,3/13/2022,8:13 PM,9662.41,188,298.78,On Time,A2
AI1237,Air India,Indira Gandhi International,Beicang,China,8:30 PM,Chhatrapati Shivaji International,Fiorentino,San Marino,18,AI,HMB,WSP,9/30/2022,4:34 PM,7396.28,285,83.08,Delayed,A1
NH3973,All Nippon Airways,Haneda,Dongqu,China,6:20 PM,Incheon International,Pankshin,Nigeria,17,NH,WIL,DIY,4/26/2022,4:39 PM,5427.57,444,254.3,On Time,B2
UA6429,United Airlines,Los Angeles International,Stockholm,Sweden,1:26 PM,San Francisco International,São Bartolomeu,Portugal,4,UA,WLH,OKY,2/25/2022,12:24 AM,4512.74,78,51.44,On Time,A2
UA8235,United Airlines,Los Angeles International,Lapi,Philippines,4:59 PM,San Francisco International,Larangan,Indonesia,14,UA,LLF,PRA,2/12/2022,6:10 AM,6860.99,94,108.34,On Time,C4
AM6576,Aeroméxico,Benito Juárez International,Hancheng,China,5:18 AM,Los Angeles International,Sarband,Tajikistan,8,AM,CJM,AGC,8/4/2022,6:22 PM,6235.21,498,183.53,On Time,A1
IB3428,Iberia,Adolfo Suárez Madrid–Barajas,Bularit,Philippines,7:21 PM,Charles de Gaulle,Naurskaya,Russia,3,IB,BCV,LBJ,9/17/2022,6:05 AM,8384.05,78,240.6,On Time,C3
EK1142,Emirates,Dubai International,Gävle,Sweden,4:36 PM,Hamad International,Zuwārah,Libya,10,EK,EVG,LDZ,12/26/2022,6:39 AM,8142.76,117,458.64,On Time,C3
LH3957,Lufthansa,Frankfurt Airport,Sierra Imataca,Venezuela,4:28 PM,Charles de Gaulle,Congonhas,Brazil,3,LH,ZLX,COW,11/1/2022,3:56 PM,8263.8,460,340.52,Delayed,C3
BA7089,British Airways,Heathrow,Tanjungsari Barat,Indonesia,1:09 AM,Frankfurt Airport,Banikoara,Benin,16,BA,TMR,HSJ,6/21/2022,9:42 PM,6219.55,384,339.81,On Time,A2
AM7841,Aeroméxico,Benito Juárez International,Tríkala,Greece,5:15 PM,O'Hare International,Montélimar,France,16,AM,YDV,MEW,4/26/2022,6:36 PM,5050.97,114,429.21,On Time,B2
LA1166,LATAM Airlines,São Paulo/Guarulhos International,Mulhouse,France,9:04 PM,Ministro Pistarini International,Badovinci,Serbia,12,LA,YLJ,SEX,4/27/2022,10:34 PM,2521.34,76,85.45,Cancelled,B1
KE1298,Korean Air,Incheon International,Mulyadadi,Indonesia,11:34 PM,Haneda,Santo Adrião Vizela,Portugal,19,KE,RKE,PMX,4/21/2022,6:42 PM,4244.52,466,208.08,On Time,C1
BA6452,British Airways,Heathrow,Tegallega,Indonesia,11:49 PM,Charles de Gaulle,Xiaopu,China,10,BA,YBP,QIT,8/4/2022,11:51 AM,1014.24,364,231.2,Delayed,A3
LH2858,Lufthansa,Frankfurt Airport,Nyanga,Zimbabwe,3:57 AM,Charles de Gaulle,Llipa,Peru,3,LH,XRY,CIR,11/21/2022,4:11 PM,9998.29,119,59.81,Cancelled,C2
ET5802,Ethiopian Airlines,Bole International,Aurora,Philippines,11:00 PM,Hamad International,Núi Sập,Vietnam,18,ET,HSC,OMO,10/5/2022,1:22 AM,3208.73,77,413.04,On Time,B2
UA8235,United Airlines,Los Angeles International,Olofström,Sweden,7:09 AM,San Francisco International,Dārayyā,Syria,6,UA,MCN,LWM,3/13/2022,3:05 PM,5252.12,282,264.13,On Time,C1
QR9299,Qatar Airways,Hamad International,Borkowice,Poland,2:48 AM,Bole International,Jaraguá do Sul,Brazil,13,QR,ZMD,LSV,5/6/2022,8:27 PM,5355.92,366,203.93,On Time,C3
AV5239,Avianca,El Dorado International,Lumphăt,Cambodia,9:37 AM,Denver International,Zvezdara,Serbia,10,AV,KMC,DYM,12/5/2022,1:53 AM,8733.63,286,103.44,On Time,C4
QR5930,Qatar Airways,Hamad International,Ronneby,Sweden,8:01 PM,Bole International,El Paso,United States,15,QR,BXL,RWL,10/14/2022,9:33 PM,5159.8,308,462.8,Delayed,A2
CX9264,Cathay Pacific,Hong Kong International,Wujingfu,China,5:23 AM,Changi,Talhār,Pakistan,24,CX,ILX,KMU,9/18/2022,5:42 PM,7467.47,490,246.58,On Time,C1
AI1534,Air India,Indira Gandhi International,Tsybulevka,Ukraine,7:40 AM,Chhatrapati Shivaji International,Saltsjöbaden,Sweden,16,AI,CWE,AJA,10/25/2022,3:30 PM,2582.06,62,226.27,On Time,C1
CX4540,Cathay Pacific,Hong Kong International,Zhongpai,China,9:29 AM,Changi,Bacong,Philippines,13,CX,LQN,SMF,6/5/2022,9:01 AM,3405.6,326,105.51,Delayed,B2
NZ8575,Air New Zealand,Auckland Airport,Fenggang,China,6:15 AM,Suvarnabhumi,Makubetsu,Japan,16,NZ,KVG,VJQ,8/21/2022,4:25 AM,4990.71,214,319.37,On Time,C2
AA7813,American Airlines,John F. Kennedy International,Osan,South Korea,12:35 AM,Hartsfield-Jackson Atlanta,Xinying,China,7,AA,WAD,STV,9/30/2022,4:46 AM,9058.38,100,273.0,On Time,C4
KE4188,Korean Air,Incheon International,Brescia,Italy,10:17 PM,Haneda,Bedalewun,Indonesia,2,KE,JCY,LAC,2/27/2022,4:31 AM,9550.15,157,450.81,On Time,A3
NH4392,All Nippon Airways,Haneda,Ongandjera,Namibia,3:54 PM,Incheon International,Ksour Essaf,Tunisia,1,NH,BIK,PXL,2/9/2022,12:43 AM,6748.14,294,276.62,On Time,A2
LA7890,LATAM Airlines,São Paulo/Guarulhos International,Pasireurih,Indonesia,4:45 PM,Ministro Pistarini International,Pigí,Greece,13,LA,TSK,DUT,4/25/2022,9:41 AM,7600.01,184,354.32,Delayed,C4
ET8839,Ethiopian Airlines,Bole International,Santa Rosa,Peru,12:30 AM,Adolfo Suárez Madrid–Barajas,Dondar Quşçu,Azerbaijan,4,ET,DZI,0,11/11/2022,12:53 AM,3061.3,209,250.87,On Time,C2
LH7175,Lufthansa,Frankfurt Airport,Cikalaces,Indonesia,4:05 AM,Charles de Gaulle,Paris La Défense,France,1,LH,ORJ,CDH,5/29/2022,2:09 PM,1548.31,424,372.31,On Time,C2
SK1308,SAS Scandinavian,Copenhagen Airport,Kalininaul,Russia,8:50 PM,Charles de Gaulle,Yudong,China,13,SK,APQ,FAF,7/9/2022,5:41 PM,1909.82,119,213.1,On Time,A1
KE7078,Korean Air,Incheon International,Coaraci,Brazil,3:53 PM,Haneda,Muzi,China,8,KE,ALY,LAH,12/26/2022,9:19 PM,1922.64,337,159.27,On Time,A1
EK3102,Emirates,Dubai International,Uvarovo,Russia,4:02 AM,Hamad International,Bantog,Philippines,13,EK,NEK,BLI,9/10/2022,12:29 AM,9126.83,86,108.56,On Time,C4
AI5161,Air India,Indira Gandhi International,Terre Haute,United States,3:32 AM,Suvarnabhumi,Ihosy,Madagascar,6,AI,VPE,SFQ,1/27/2022,3:26 PM,3175.02,372,405.34,Delayed,C4
KE3468,Korean Air,Incheon International,Kraton,Indonesia,11:00 PM,Haneda,Guangshan,China,20,KE,TSP,VLD,8/2/2022,9:01 PM,4965.85,414,418.11,On Time,C2
EK7825,Emirates,Dubai International,Lishu,China,11:26 AM,Hamad International,Tarouca,Portugal,1,EK,HHI,ACE,10/11/2022,2:44 AM,898.94,356,495.07,Delayed,C3
SQ3494,Singapore Airlines,Changi,Estrada,Portugal,2:34 AM,Beijing Capital International,Siikainen,Finland,8,SQ,YPR,ZFD,10/2/2022,5:42 PM,759.22,70,492.18,On Time,A3
BA6099,British Airways,Heathrow,Wola Uhruska,Poland,4:38 AM,Hamad International,Yesan,South Korea,7,BA,IAR,STH,11/30/2022,2:20 AM,7659.61,244,456.04,On Time,B2
AZ2284,Alitalia,Leonardo da Vinci International,Nanshe,China,11:44 PM,Charles de Gaulle,Tulusmulyo,Indonesia,6,AZ,QGU,DBK,12/29/2022,5:25 AM,8109.58,269,444.78,On Time,C3
DL2404,Delta Air Lines,John F. Kennedy International,Shendang,China,6:06 PM,Hartsfield-Jackson Atlanta,Stuttgart Stuttgart-Mitte,Germany,8,DL,CCJ,DIL,7/13/2022,9:55 PM,1379.56,423,494.2,On Time,B1
AI2223,Air India,Indira Gandhi International,Mhamid,Morocco,4:19 AM,Chhatrapati Shivaji International,Wiri,New Zealand,11,AI,YCM,NUG,10/6/2022,9:21 PM,102.23,54,406.61,Delayed,A1
SQ2554,Singapore Airlines,Changi,Jalālpur Pīrwāla,Pakistan,1:18 AM,Haneda,Komyshany,Ukraine,2,SQ,FPR,PMV,8/24/2022,2:56 PM,981.54,383,56.65,On Time,C2
NH9869,All Nippon Airways,Haneda,Cuntan,China,1:32 AM,Incheon International,Lab,China,7,NH,MYA,PEM,7/28/2022,1:13 AM,443.54,493,241.78,On Time,C3
BA2574,British Airways,Heathrow,Shanhou,China,5:25 PM,Charles de Gaulle,Chibuto,Mozambique,8,BA,QGU,BCI,11/16/2022,3:47 AM,9331.52,374,297.28,Delayed,B2
NZ3482,Air New Zealand,Auckland Airport,Armanāz,Syria,10:10 AM,Sydney Airport,Rancaerang,Indonesia,16,NZ,BJZ,PNB,5/15/2022,4:25 PM,3298.52,252,360.99,On Time,A1
IB5832,Iberia,Adolfo Suárez Madrid–Barajas,Fiditi,Nigeria,1:21 PM,Charles de Gaulle,Mardakyany,Azerbaijan,22,IB,YAQ,SUB,5/25/2022,4:10 PM,4795.08,89,374.81,On Time,B2
KE4039,Korean Air,Incheon International,Zagoryanskiy,Russia,11:17 AM,Auckland Airport,Yur’yev-Pol’skiy,Russia,24,KE,DAP,YOC,9/23/2022,6:39 AM,8271.29,111,437.09,Delayed,B2
AF9595,Air France,Charles de Gaulle,Xuhui,China,10:08 AM,Frankfurt Airport,Calçada,Portugal,14,AF,MQV,INO,8/8/2022,10:09 AM,1064.65,480,204.33,On Time,C3
IB3912,Iberia,Adolfo Suárez Madrid–Barajas,Bandhagen,Sweden,8:32 PM,John F. Kennedy International,San Miguel Dueñas,Guatemala,6,IB,MOY,CBC,7/7/2022,4:27 PM,761.35,382,149.35,Cancelled,A1
WN9680,Southwest Airlines,Los Angeles International,Paôy Pêt,Cambodia,12:38 AM,San Francisco International,Rumbek,South Sudan,15,WN,GSP,BAM,7/4/2022,11:46 AM,6485.15,68,395.98,On Time,A3
SA3542,South African Airways,O.R. Tambo International,Sol’-Iletsk,Russia,8:15 AM,Charles de Gaulle,Rangxi,China,15,SA,GZP,PZE,10/9/2022,12:25 AM,7061.47,456,180.53,On Time,B2
